T1555.501,Hardware Security Module Key Signing,M1018,Restrict users of HSM to minimal privileges from only permitted NFs
T1555.501,Hardware Security Module Key Signing,M1026,"Ensure administrative accounts for HSM are carefully managed to minimize potential admin credential compromise. This may include use of privileged access workstations, privileged account management solutions, separation of duties approaches, etc"
FGT5019,Identify UE,Depends on sub-technique,
FGT5029,Exploit Semi-public Facing Application or System,M1050,Use of a Web Application Firewall may only allow properly formatted service communication.
FGT5029,Exploit Semi-public Facing Application or System,M1048,
FGT5029,Exploit Semi-public Facing Application or System,FGM5010,Redeploy SEPP regularly to prevent dwell time aka use use non-persistence
FGT5029,Exploit Semi-public Facing Application or System,M1051,Aggressive patching may reduce window of vulnerability if a known vulnerability
T1040,Non-SBI,M1041,"Use encryption (IPSec) on all F1-U, F1-C, E1, E2, N2, N3, N4, N9 and Xn interfaces. Sections 9.2, 9.3, 9.4, 9.8, 9.9 of [2], section 4.1 of [3], section 5.1 of [4]"
T1499.501,Consume data allocation to deny or degrade service,Unlimited data plan,Attack is mitigated with a true unlimited data plan
T1499.501,Consume data allocation to deny or degrade service,Monitor installed applications for data usage.,Monitor installed applications for data usage.
T1557.504,Gather data on the interconnect,M1054,Ensure for MNO services that serve roaming partners that the minimum acceptable configuration is adequate and complies with TS 33.501 clause 13.2.4.9.
T1557.504,Gather data on the interconnect,M1040,Monitor to ensure configurations do not change from acceptable options
FGT5003,Network Function Service Discovery,FGM5003,"Ensure cross-layer checks at the NRF, between the certificate presented to it at the TLS connection setup stage and the identity and authorization requested presented to it at the OAuth Token request stage.
Ensure the consumer is authorized to ask about this service.

Authorization follows need-to-know rules, such as:
1. a NF can not query for NFs in other network slices
2. a NF can only query for NFs that it needs to communicate with."
FGT5019.003,Obtain subscriber identifier by NF,FGM5019,NEF should check that UE in question is subscribed to services of the AF
T1498.501,Flooding core network component,"
FGM1498","Employ a firewall or other rate control box on the N2 interface [from RAN to AMF]

(May not be available in the market). NAS-MM (Non-access stratum Mobility Mgmt) app layer proxy with UE request rate limiting capability.
In addition, SCP can act as load balancer between the service consumer (AMF) and service producer (UDM). [Annex E of 23.501]"
FGT5022,Alteration of subscriber  profile charging parameters,Secure subscriber repositories,
FGT5028,Discover network slice identifier,NRF not respond to requests after a given number of failed NSSAI lookups (See detections),NRF protection against brute-force attacks.
FGT5012.002,Self Location Measurement,FGM5097,Restrictive user security profile. Do not use unencrypted systems. Set user security profile to prohibit bidding down to less secure service.
FGT5012.002,Self Location Measurement,FGM5096,Disable location on UE device. This is only a partial mitigation because location parameters can still be available from UE.
FGT5035.001,DOS a UE via fake cellular base station,Restrictive user security profile,Set user security profile to prohibit bidding down to less secure service
FGT5035.001,DOS a UE via fake cellular base station,Power cycle UE,Power cycle UE
FGT5019.002,Intercept Bid-Down IMSI,Restrictive user security profile,Prevent bidding-down in user security profile.
T1499.002,UDM DOS via SUCI replay,FGM1499,Rate limiting at NFs. SEAF or AUSF (NFs upstream from SIDF) can do rate limiting if they receive the same SUCI multiple times within a short period.
T1046,Core-network scanning,Network tools (?),
T1600.501,Radio interface,M1041,Ensure gNB implementation and SMF implementations are both checking the CP & UP security policy against the most trustworthy source and taking action to not enable NULL encryption except for emergency calls
T1600.501,Radio interface,"M1018
M1031
M1043","Network element security safeguards for gNBs, AMFs and SMFs."
T1021,Remote Services, Multi-factor Authentication,Use multi-factor authentication on remote service logons where possible.
T1021,Remote Services, User Account Management,"Limit the accounts that may use remote services. Limit the permissions for accounts that are at higher risk of compromise; for example, configure SSH so users can only run specific programs."
FGT5004.001,Network Flow Manipulation,SDN Controller Access Rights,Restricted Permissions to add images to SDN Controller for person and non-person accounts
FGT5004.001,Network Flow Manipulation,Log analysis,Logs from SDN Controller must be corelated to ensure unauthorize activity is reported.
FGT5004.001,Network Flow Manipulation,Configuration back ups,All SDN Controller Configurations should be backed up and periodically audited to see differences between running configuration and back up configurations
T1437,Control plane signaling disguise for C2,Employ TLS proxies with DPI firewalls,"TLS proxy/firewall can employ DPI to decrypt the packets and send them off to their destination, but only after logging what the packet contains."
T1437,Control plane signaling disguise for C2,Employ SIEMs to correlated messaging intelligence.,The firewalls/proxies connect to a SIEM whose data is being kept up to date with current threats.
FGT5015,Device database manipulation,Secure EIR function,
FGT5004.002,Network Flow Manipulation,SDN vSwitch Access Rights,Restricted Permissions to add images to SDN vSwitch (Network Element) for person and non-person accounts
FGT5004.002,Network Flow Manipulation,Log analysis,Logs from SDN Controller and vSwitch must be corelated to ensure unauthorize activity is reported.
FGT5004.002,Network Flow Manipulation,Configuration back ups,All SDN vSwitch Configurations should be backed up and periodically audited to see differences between running configuration and back up configurations as well as comparison between Controller and vSwitch.
FGT5033,Retrieve UE subscription data,FGM5033,"Standard 5G enterprise/core network security functionality
E.g. Zero trust principles for OA&M. Monitor logs."
FGT5026,SIM cloning,"M1017
M1018
M1022
M1035",Only accept SIM cards from reputable manufacturers (MNOs)
FGT5035,Fake cellular Base Station,"UE measurements of received power levels from all base stations nearby, and their identifiers","Reference [2], section 6.24"
FGT5024,SIM boxing,M1040,"Several tools exist to tag such SIM cards and reject calls from them.
Analyze and monitor call patterns, mobility patterns, and detect anomalies. See [4]"
FGT5025,Falsify interconnect invoice,Employ home-routing instead of local breakout for user traffic (but this means more delay and lower quality of service),
T1557.507,Non-SBI,FGM1557,"Use integrity (IPSec) on all N2, N3 and Xn interfaces"
FGT5012.004,Core network function signaling,Filter out request messages that come from external (to the operator) sources,To guard against SS7 attacks
FGT5012.004,Core network function signaling,NEF authorizes 3rd party AFs for location service using policy.,Nnef_Location API called by AF should be authorized properly. AF uses GPSI as UE identity. [Section 5.2.6.21 of TS23.502]
FGT5012.004,Core network function signaling,Periodic authentication / authorization of NF consumer e.g. AMF by NRF will help detect rogue AMFs.,"Not currently in 3GPP specs, but it can be enhanced."
FGT5031,Call Detail Record (CDR) collection,Isolate CDR databases from the rest of the IT systems/NOC resources,
FGT5031,Call Detail Record (CDR) collection,Personnel check,CDR database admin users periodically re-checked
T1464,Jamming or Denial of Service,FGM5xxx Move user equipment,Move user equipment closer to base station. Increase height of User Equipment.
T1464,Jamming or Denial of Service,FGM5xxx Disable malicious transmitter,Detect and locate jammer with special equipment. Disable malicious transmitter.
