FGT5019.004,Intercept Unencrypted SUPI,M1041,Always configure home PLMN public key in the UE. Do not use NULL scheme for SUCI encryption both in network configuration and in UE configuration.
FGT5019.004,Intercept Unencrypted SUPI,FGM5514,"Minimize the number of connections to eNB when using NSA mode, use eNB only when 5G coverage is not available or 5G network is overloaded."
T1498.502,Shared Slice Resource exhaustion,Resource Policy enforcement,"Create and enforce resource policy; policy can include SLA, quotas, QOS etc."
T1498.502,Shared Slice Resource exhaustion,Horizontal Elastic Scale,
T1498.502,Shared Slice Resource exhaustion,M1030,"Implementing segmentation policy at granular level, network and compute resources can prevent some co-residency threats when mapped to SLAs, Users, and Resource policies"
T1498.502,Shared Slice Resource exhaustion,Physical separation,"Hardware, network, and point of presence can be separated to provide additional isolation"
FGT5018.002,Radio access hardware,FGM5005,"Sites should be provided with a full set of physical and environmental controls aimed to assure access control, monitoring, continuity of operations and protection against vandalism."
FGT5006.002,DNS Encapsulation,FGM1557,Use strong data integrity protection algorithms
FGT5016,_Abuse_of_Inter-operator_Interfaces,M1041,Block or limit cipher choices used for JWS. Use of weak JWS ciphers could allow unauthorized disclosure
FGT5016,_Abuse_of_Inter-operator_Interfaces,M1054,Block unauthorized IE modifications by IPX. Allow only communication where authorized IpxId is not NULL
FGT5016,_Abuse_of_Inter-operator_Interfaces,M1056,Avoid using PRINS and use direct SEPP-SEPP with HTTP/s.  Use of the SEPP to SEPP solution instead of allowing an IPX to potentially observe and manipulate information avoids the problem. A future SEPP hub solution may also mitigate this risk by providing a more scalable SEPP to SEPP solution.
FGT5025,Falsify interconnect invoice,FGM5503,Employ home-routing instead of local breakout for user traffic (but this means more delay and lower quality of service).
T1020.001,Network traffic duplication,M1041,Encrypt sensitive data flows for Control plane and User plane traffic
T1020.001,Network traffic duplication,M1026,Manage accounts with privilege to make changes either in the device or its controller.
FGT5035,_Radio_Jamming,FGM5099,Move user equipment closer to base station to overpower jamming signal.
FGT5035,_Radio_Jamming,FGM5100,Increase height of User Equipment to avoid jamming signal.
FGT5035,_Radio_Jamming,FGM5001,Disable jamming source.
FGT5020,Retrieve UE subscription data,FGM5033,"Standard 5G enterprise/core network security functionality
E.g. Zero trust principles for OA&M."
T1499.503,DOS a UE via gNB or NF signaling,M1030,Implement industry standard core and edge network function security protection
T1499.503,DOS a UE via gNB or NF signaling,FGM1506,Periodically re-authenticate NFs in the network to assess whether they have been compromised. Remote attestation may also be employed
T1018,Core-network scanning,M1042,Ensure that unnecessary ports and services are closed to prevent risk of discovery and potential exploitation.
T1018,Core-network scanning,M1031,Use network intrusion detection/prevention systems to detect and prevent remote service scans.
T1018,Core-network scanning,M1030,Ensure proper network segmentation is followed to protect critical servers and devices.
